symbol,name,industry,supersector,sector,subsector,listing_date,issue_share,listed_value,market_cap
MRF,MERUFA Joint Stock Company,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment,2017-12-12,3675404.0,3675404.0,134380706400.0
MSB,Vietnam Maritime Commercial Joint Stock Bank,Banks,Banks,Banks,Banks,2020-12-23,2000000000.0,2000000000.0,25500000000000.0
MSH,Song Hong Garment Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2018-11-28,75014100.0,75014100.0,2494218825000.0
MSN,Masan Group Corporation,Consumer Goods,Food & Beverage,Food Producers,Food Products,2009-11-05,1423724783.0,1423724783.0,111620022987200.0
MSR,Masan High-Tech Materials Corporation,Basic Materials,Basic Resources,Mining,General Mining,2015-09-17,1099155420.0,1099155420.0,11603783768940.0
MST,MST Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2016-05-10,68140691.0,68140691.0,279376833100.0
MTA,Ha Tinh Minerals & Trading Joint Stock Corporation,Basic Materials,Basic Resources,Mining,General Mining,2015-10-21,110113591.0,110113591.0,583602032300.0
MTB,Thai Binh Environment And Urban Projects Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2020-12-10,6278259.0,6278259.0,62782590000.0
MTC,My Tra Tourist Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars,2012-08-17,5200000.0,5200000.0,14204002500.0
MTG,MT Gas Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2009-01-15,6300000.0,6300000.0,41422500000.0
MTH,Ha Dong Environment Public Service Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2011-02-10,4787910.0,4787910.0,59848875000.0
MTL,Tu Liem Urban Environment Service Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2016-05-10,6000000.0,6000000.0,24744000000.0
MTP,Medipharco Pharmaceutical Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2010-09-23,7455406.0,7455406.0,79723624200.0
MTS,Vinacomin - Materials Trading Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,2017-04-28,15000000.0,15000000.0,190500000000.0
MTV,Vung Tau Environment Services and Urban Project Joint Stock Company ,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2017-08-16,5400000.0,5400000.0,81000000000.0
MVB,Vinacomin - Viet Bac Mining Industry Holding Corporation,Basic Materials,Basic Resources,Mining,General Mining,2016-10-14,105000000.0,105000000.0,1890000000000.0
MVC,Binh Duong Building Materials and Construction Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2017-03-22,100000000.0,100000000.0,603000000000.0
MVN,Vietnam Maritime Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2018-10-08,6374700.0,6374700.0,17547794208000.0
MWG,Mobile World Investment Corporation,Consumer Services,Retail,General Retailers,Specialty Retailers,2014-07-14,1463879280.0,1463879280.0,58242393296800.0
NAB,Nam A Commercial Joint Stock Bank,Banks,Banks,Banks,Banks,2020-10-09,846434661.0,846434661.0,8596390417116.0
NAC,National of General Construction Consultants Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-03-21,2835000.0,2835000.0,5386500000.0
NAF,Nafoods Group Joint Stock Company,Consumer Goods,Food & Beverage,Beverages,Soft Drinks,2015-10-07,50564152.0,50564152.0,533451149500.0
NAG,Nagakawa Group Joint Stock Company,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2009-09-22,31646541.0,31646541.0,537991163000.0
NAP,Nghe Tinh Port Holding Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2016-07-19,21517200.0,21517200.0,174289320000.0
NAS,Noibai Airport Services Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2017-01-25,8315764.0,8315764.0,266095424000.0
NAU,Nghe An Urban Environment and Works Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2018-06-29,3669999.0,3669999.0,20184994500.0
NAV,Nam Viet Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2006-12-22,8000000.0,8000000.0,143999640000.0
NAW,Nghe An Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2017-08-04,37385983.0,37385983.0,343951043600.0
NBB,577 Investment Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2009-02-18,100475656.0,100475656.0,1352157232500.0
NBC,Vinacomin - Nui Beo Coal Joint Stock Company,Basic Materials,Basic Resources,Mining,Coal,2006-12-27,36999124.0,36999124.0,418090101200.0
NBE,North Books and Educational Equipment Joint Stock Company,Consumer Services,Media,Media,Publishing,2017-08-21,5000000.0,5000000.0,55675000000.0
NBP,Ninh Binh Thermal Power Joint-Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2009-08-06,12865500.0,12865500.0,177543900000.0
NBT,Ben Tre Water Supply and Sewerage Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2016-06-01,29400000.0,29400000.0,352800000000.0
NBW,Nha Be Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2010-05-04,10900000.0,10900000.0,262690000000.0
NCS,Noibai Catering Services Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2015-12-02,17949098.0,17949098.0,358964200000.0
NCT,Noibai Cargo Terminal Services Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2015-01-08,26166940.0,26166940.0,2328750148000.0
ND2,Northern Electricity Development and Investment Joint Stock Company No. 2,Utilities,Utilities,Electricity,Conventional Electricity,2010-07-22,49993960.0,49993960.0,1511467392680.0
NDC,Nam Duoc Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2010-03-11,5964000.0,5964000.0,596400000000.0
NDF,Nam Dinh Export Foodstuff and Agricultutal Products Processing Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2014-09-12,7853800.0,7853800.0,7068420000.0
NDN,Danang Housing Investment Development Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2011-04-21,71657936.0,71657936.0,544600313600.0
NDP,National Day Pharmaceutical Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2013-04-09,11100000.0,11100000.0,227550000000.0
NDT,Nam Dinh Textile Garment Joint Stock Corporation,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2018-09-11,15639976.0,15639976.0,121991812800.0
NDW,Nam Dinh Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2019-06-11,34311748.0,34311748.0,195099873600.0
NDX,Danang Housing Development Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2013-07-17,9987557.0,9987557.0,66154143300.0
NED,North - West Electric Investment and Development Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-08-18,40500000.0,40500000.0,224208000000.0
NET,Net Detergent Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products,2010-09-15,22398374.0,22398374.0,1030325204000.0
NFC,Ninh Binh Phosphate Fertilizer Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2014-03-03,15731260.0,15731260.0,201360128000.0
NGC,Ngo Quyen Processing Export Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2008-03-06,2299854.0,2299854.0,25068408600.0
NHA,Ha Noi South Housing and Urban Development Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-07-13,42174520.0,42174520.0,520855322000.0
NHC,Nhi Hiep Brick-Tile Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2005-12-16,3041542.0,3041542.0,100370886000.0
NHH,HaNoi Plastics Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2017-09-08,72880000.0,72880000.0,1016676000000.0
NHP,NHP Production Import - Export Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,2015-03-11,27576490.0,27576490.0,13788245000.0
NHT,Nam Hoa Trading & Production Corporation,Consumer Goods,Personal & Household Goods,Leisure Goods,Toys,2017-12-01,24028169.0,24028169.0,336051772000.0
NHV,Nirvana Health Vietnam Joint Stock Company ,Basic Materials,Basic Resources,Industrial Metals & Mining,Nonferrous Metals,2017-06-14,5480112.0,5480112.0,22457498976.0
NJC,Nam Dinh Garment Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2020-12-23,3000000.0,3000000.0,56700000000.0
NKG,Nam Kim Steel Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2011-01-14,263277806.0,263277806.0,4028150431800.0
NLG,Nam Long Investment Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2013-04-08,384080300.0,384080300.0,11080716655000.0
NLS,Lang Son Water Supply and Drainage Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2016-07-29,5009800.0,5009800.0,31561740000.0
NNC,Nui Nho Stone Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2010-06-23,21920000.0,21920000.0,415384000000.0
NNG,Ngoc Nghia Industry - Service - Trading Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2015-03-31,81570988.0,81570988.0,1794561736000.0
NNT,Ninh Thuan Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2012-06-22,9490841.0,9490841.0,283776145900.0
NO1,911 Group Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2022-11-28,24000000.0,24000000.0,206400000000.0
NOS,Oriental Shipping and Trading Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2011-01-11,20056000.0,20056000.0,17573338800.0
NQB,Quang Binh Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2015-07-16,17230204.0,17230204.0,232607754000.0
NQN,Quang Ninh Clean Water Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2018-06-15,50831593.0,50831593.0,645561231100.0
NQT,Quang Tri Clean Water Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2016-12-09,18233269.0,18233269.0,145866152000.0
NRC,Danh Khoi Group Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2018-04-05,92597762.0,92597762.0,361131271800.0
NS2,Hanoi Water Supply Number 2 Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2016-11-30,56800000.0,56800000.0,415435200000.0
NSC,Vietnam National Seed Group Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2006-12-21,17586988.0,17586988.0,1307543990400.0
NSG,Sai Gon Plastic Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2016-05-19,8639208.0,8639208.0,114037545600.0
NSH,Song Hong Aluminum Shalumi Group Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Aluminum,2017-07-31,20693437.0,20693437.0,93120466500.0
NSL,SonLa Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2019-07-22,10000000.0,10000000.0,187997349200.0
NSS,Dong Nai Agricultural Livestock Product Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2018-10-30,10263942.0,10263942.0,30791826000.0
NST,Ngan Son Joint Stock Company,Consumer Goods,Personal & Household Goods,Tobacco,Tobacco,2006-12-29,11202003.0,11202003.0,66091817700.0
NT2,PetroVietnam Power Nhon Trach 2 Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2010-01-22,287876029.0,287876029.0,8607493267100.0
NTB,Transport Engineering Construction And Business Investment Joint Stock Company 584,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-05-17,39779577.0,39779577.0,19889788500.0
NTC,Nam Tan Uyen Joint Stock Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2016-12-19,23999980.0,23999980.0,2742837714300.0
NTF,Nghe An Pharmaceutical Medical Material and Equipment Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2019-07-04,6000000.0,6000000.0,126000000000.0
NTH,Nuoc trong Thermal Power Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2019-06-19,10802053.0,10802053.0,585471272600.0
NTL,Tu Liem Urban Development Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2007-12-21,60989950.0,60989950.0,1183205030000.0
NTP,Tien Phong Plastics Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2006-12-11,129575334.0,129575334.0,4081623021000.0
NTT,Nha Trang Textile & Garment Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,2017-12-27,23500000.0,23500000.0,180950000000.0
NTW,Nhon Trach Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2012-04-09,10000000.0,10000000.0,173000000000.0
NUE,Nha Trang Urban Environmental Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2017-02-20,6000000.0,6000000.0,48600000000.0
NVB,National Citizen Commercial Joint Stock Bank,Banks,Banks,Banks,Banks,2010-09-13,560155587.0,560155587.0,8574775239800.0
NVL,No Va Land Investment Group Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2016-12-28,1950104538.0,1950104538.0,24863832859500.0
NVP,Vinh Phuc Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2016-12-15,10963000.0,10963000.0,78933600000.0
NVT,Ninh Van Bay Travel Real Estate Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-05-07,90500000.0,90500000.0,703185000000.0
NWT,Newway Transport Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2016-03-30,8500000.0,8500000.0,85000000000.0
NXT,Kon Tum Construction Materials Supply And Production Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2021-12-09,6600000.0,6600000.0,73260000000.0
OCB,Orient Commercial Joint Stock Bank,Banks,Banks,Banks,Banks,2021-01-28,1369882863.0,1369882863.0,22945537955250.0
OCH,One Capital Hospitality Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2010-10-01,200000000.0,200000000.0,1520000000000.0
ODE,ODE Media and Entertainment Group Joint Stock Company,Consumer Services,Media,Media,Broadcasting & Entertainment,2022-01-10,10000000.0,10000000.0,458930000000.0
OGC,Ocean Group Joint Stock Company,Financials,Financial Services,Financial Services,Specialty Finance,2010-05-04,300000000.0,300000000.0,2441999991860.0
OIL,PetroVietnam Oil Corporation,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,2018-03-07,201425936.0,201425936.0,9417693827000.0
ONE,One Communication Technology Corporation,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,2008-06-24,7960310.0,7960310.0,40257655800.0
ONW,One World Services Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Recreational Services,2017-02-17,2000000.0,2000000.0,8800000000.0
OPC,OPC Pharmaceutial Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2008-10-30,64050892.0,64050892.0,1501993417400.0
ORS,Tien Phong Securities Corporation,Financials,Financial Services,Financial Services,Investment Services,2010-07-12,200000000.0,200000000.0,2240000000000.0
PAC,Dry Cell and Storage Battery Joint Stock Company,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2006-12-12,46471707.0,46471707.0,1412739892800.0
PAI,Petroleum Information Technology Telecom and Automation Joint Stock Company,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,2017-01-23,4235290.0,4235290.0,51670538000.0
PAN,The PAN Group Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2006-12-22,216358580.0,216358580.0,3624323912500.0
PAP,Petro Vietnam Phuoc An Port Investment & Operation Join Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2021-07-14,200000000.0,200000000.0,3040000000000.0
PAS,Phuong Anh International Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2020-09-21,28049968.0,28049968.0,109394875200.0
PAT,Vietnam Apatite - Phosphorus Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2022-06-17,25000000.0,25000000.0,2332925000000.0
PBC,Pharbaco Central Pharmaceutical Joint Stock Company No. 1,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2019-11-26,113299902.0,113299902.0,1427012265690.0
PBP,PetroVietnam Packaging Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,2015-01-27,4799516.0,4799516.0,54714482400.0
PBT,Petro Vietnam Building and Commercial Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,2019-01-18,17522284.0,17522284.0,145434957200.0
PC1,PC1 Group Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2016-11-16,270433002.0,270433002.0,8031860159400.0
PCC,Petrolimex Construction 1 Joint Stock Company Group,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-11-14,11500000.0,11500000.0,156400000000.0
PCE,Central Petrovietnam Fertilizer and Chemicals Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2015-07-23,10000000.0,10000000.0,275000000000.0
PCF,PETEC Coffee Joint Stock Company,Consumer Goods,Food & Beverage,Beverages,Soft Drinks,2017-03-29,3000000.0,3000000.0,8400000000.0
PCG,PetroVietnam Gas City Investment and Deverlopment Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2010-12-29,18870000.0,18870000.0,115107000000.0
PCH,Picomat Plastic Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2022-07-28,20000000.0,20000000.0,84000000000.0
PCM,Post and Telecommunications Construction Material Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2017-08-10,4000000.0,4000000.0,45907120000.0
PCN,DMC - Northern Petroleum Chemicals Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2015-12-18,3924550.0,3924550.0,32573765000.0
PCT,Vietnam Gas and Chemicals Transportation Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,2011-09-12,27599896.0,27599896.0,184919303200.0
PDB,DIN Capital Investment Group Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2015-08-03,8909981.0,8909981.0,87317813800.0
PDC,Phuong Dong Petroleum Tourism Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2009-09-29,15000000.0,15000000.0,73530000000.0
PDN,Dong Nai Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2011-10-26,18521954.0,18521954.0,2778293100000.0
PDR,Phat Dat Real Estate Development Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-07-30,671646219.0,671646219.0,8832147779850.0
PDV,Phuong Dong Viet Shipping and Logistics Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2017-04-20,25109986.0,25109986.0,462885481694.0
PEC,Power Engineering Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2010-10-06,3115409.0,3115409.0,24923272000.0
PEG,PETEC Trading and Investment Corporation,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2018-11-05,231898919.0,231898919.0,1443489326000.0
PEN,Petrolimex Installation No.3 joint stock company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2014-09-25,5000000.0,5000000.0,39500000000.0
PEQ,Petrolimex Equipment Joint Stock Company,Oil & Gas,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services,2016-01-18,4965514.0,4965514.0,208551588000.0
PET,Petrovietnam General Services Corporation,Consumer Services,Retail,General Retailers,Specialty Retailers,2007-09-12,99431997.0,99431997.0,2183906463700.0
PFL,Petroleum Dong Do Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-11-17,50000000.0,50000000.0,134550000000.0
PGB,Petrolimex Group Commercial Joint Stock Bank,Banks,Banks,Banks,Banks,2020-12-24,300000000.0,300000000.0,7009500000000.0
PGC,Petrolimex Gas Corporation - Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2006-11-24,60342638.0,60342638.0,989564274000.0
PGD,Petro Viet Nam Low Pressure Gas Distribution Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2009-11-26,89999025.0,89999025.0,2969936310000.0
PGI,Petrolimex Insurance Corporation,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance,2011-07-29,110896796.0,110896796.0,3005303171600.0
PGN,Plastic Additives Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2019-07-04,8450940.0,8450940.0,66762426000.0
PGS,Southern Gas Trading Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2007-11-15,50000000.0,50000000.0,1274969247000.0
PGT,PGT Holdings Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2009-12-25,9241801.0,9241801.0,28649583100.0
PGV,Power Generation Joint Stock Corporation 3,Utilities,Utilities,Electricity,Conventional Electricity,2018-03-21,1123468046.0,1123468046.0,21177372667100.0
PHC,Phuc Hung Holdings Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-11-05,50602094.0,50602094.0,294968815140.0
PHH,Hong Ha Vietnam Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-03-17,20000000.0,20000000.0,92310000000.0
PHN,Hanoi Battery Joint Stock Company,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2019-03-13,7253911.0,7253911.0,290156440000.0
PHP,Port of Hai Phong Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2015-08-12,326960000.0,326960000.0,5767247440000.0
PHR,Phuoc Hoa Rubber Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2009-08-18,135499198.0,135499198.0,5575791997700.0
PHS,Phu Hung Securities Corporation,Financials,Financial Services,Financial Services,Investment Services,2019-07-31,150009819.0,150009819.0,1980123142800.0
PIA,Petrolimex Information Technology and Telecommunication Joint Stock Company,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,2017-02-22,3900000.0,3900000.0,97500000000.0
PIC,PC3-Investment Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2015-08-05,33339891.0,33339891.0,516768310500.0
PID,Petroleum Interior Decoration Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2012-11-22,4000000.0,4000000.0,21200000000.0
PIS,PISICO Binh Dinh Corporation Joint Stock Company,Basic Materials,Basic Resources,Forestry & Paper,Forestry,2016-01-12,27500000.0,27500000.0,613250000000.0
PIT,Petrolimex International Trading Joint Stock Company,Consumer Services,Retail,General Retailers,Broadline Retailers,2008-01-24,15199345.0,15199345.0,59825047250.0
PIV,PIV Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Services,2010-08-18,17324942.0,17324942.0,22522424600.0
PJC,Petrolimex Ha Noi Transportation and Trading Joint-Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2006-12-25,7326928.0,7326928.0,190498386000.0
PJS,Phu Hoa Tan Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2011-12-05,9000000.0,9000000.0,121500000000.0
PJT,Petrolimex Joint Stock Tanker Company,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2006-12-28,23040717.0,23040717.0,231559205850.0
PLA,Petroleum Logistic Service and Investment Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2017-11-20,10000000.0,10000000.0,49000000000.0
PLC,Petrolimex Petrochemical Corporation,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2006-12-27,80798839.0,80798839.0,2739037487400.0
PLE,Petrolimex Engineering Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2021-01-07,1215000.0,1215000.0,39001500000.0
PLO,Petec Logistics Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2020-04-10,7192550.0,7192550.0,17981375000.0
PLP,Pha Le Plastics Manufacturing and Technology Joint Stock Company,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,2017-08-21,70000000.0,70000000.0,314999311500.0
PLX,Vietnam National Petroleum Group,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,2017-04-21,1293878081.0,1293878081.0,48218975318250.0
PMB,North PetroVietnam Fertilizer and Chemicals Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2015-10-07,12000000.0,12000000.0,116400000000.0
PMC,Pharmedic Pharmaceutical Medicinal Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2009-10-09,9332573.0,9332573.0,630881934800.0
PMG,Petro Center Corporation,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2018-01-25,46336278.0,46336278.0,463362780000.0
PMJ,Posts and Telecommunications Material Supply Joint Stock Company,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,2016-06-29,1800000.0,1800000.0,39600000000.0
PMP,Dam Phu My Packing Joint Stock Company,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,2015-09-22,4200000.0,4200000.0,45360000000.0
PMS,Petroleum Mechanical Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2003-11-04,7227662.0,7227662.0,165640756000.0
PMT,Telvina Vietnam Communication Joint Stock Company,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,2010-07-22,5000000.0,5000000.0,34580000000.0
PMW,Phu My Water Supply Joint-Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2019-07-17,46999832.0,46999832.0,1391195027200.0
PNC,Phuong Nam Cultural Joint Stock Company,Consumer Services,Media,Media,Publishing,2005-07-11,11040241.0,11040241.0,101081925360.0
PND,PetroVietnam Oil Nam Dinh Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2017-02-20,6666666.0,6666666.0,48666661800.0
PNG,Phu Nhuan Trading Joint Stock Company,Consumer Services,Retail,General Retailers,Broadline Retailers,2016-04-05,9000000.0,9000000.0,243000000000.0
PNJ,Phu Nhuan Jewelry Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products,2009-03-23,328169188.0,328169188.0,25124771581400.0
PNP,Huu Phu - Newport Corporation,Industrials,Industrial Goods & Services,Industrial Transportation,Marine Transportation,2019-05-17,16100000.0,16100000.0,297850000000.0
PNT,Phu Nhuan Technical Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-01-12,9282802.0,9282802.0,67760585600.0
