id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct
F000465,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000465.,A.,Drew,Ferguson,,1966-11-15,M,R,,RepDrewFerguson,RepDrewFerguson,,412700,104731,168132,21717,N00039090,/g/11c0xj334k,H6GA03113,https://ferguson.house.gov,,,True,,,,8,2024,378,3,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:ga/cd:3,2239 Rayburn House Office Building,202-225-5901,,GA,3,False,1303,0.79,94.92,1.07
L000273,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000273.,Teresa,Leger,Fernandez,,1959-07-01,F,D,,RepTeresaLF,,,456835,,,,N00044559,/g/11h_x7n8f5,H0NM03102,https://fernandez.house.gov,,,True,,,,4,2024,378,30,1,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:nm/cd:3,1510 Longworth House Office Building,202-225-6190,,NM,3,False,3503,7.94,93.66,2.02
F000475,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000475.,Brad,,Finstad,,1976-05-30,M,R,,RepFinstad,,,456869,,,,N00050649,,H2MN01223,https://finstad.house.gov/,,,True,,,,4,2024,378,8,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:mn/cd:1,1605 Longworth House Office Building,202-225-2472,,MN,1,False,2701,2.12,93.77,2.17
F000470,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000470.,Michelle,,Fischbach,,1965-11-03,F,R,,RepFischbach,,,456828,,,,N00045251,/m/063_kp4,H0MN07091,https://fischbach.house.gov,,,True,,,,4,2024,378,0,1,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:mn/cd:7,1004 Longworth House Office Building,202-225-2165,,MN,7,False,2707,0.0,92.84,3.18
F000471,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000471.,Scott,,Fitzgerald,,1963-11-16,M,R,,RepFitzgerald,,,456855,,3446,,N00045434,/m/03nvqsc,H0WI05113,https://fitzgerald.house.gov,,,True,,,,4,2024,378,3,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:wi/cd:5,1507 Longworth House Office Building,202-225-5101,,WI,5,False,5505,0.79,92.78,3.21
F000466,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000466.,Brian,,Fitzpatrick,,1973-12-17,M,R,,repbrianfitz,repbrianfitzpatrick,,412721,103537,167708,21718,N00038779,/g/11c2l6lhlm,H6PA08277,https://fitzpatrick.house.gov,,,True,,,,8,2024,378,0,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:pa/cd:1,271 Cannon House Office Building,202-225-4276,,PA,1,False,4201,0.0,72.41,23.61
F000459,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000459.,Chuck,,Fleischmann,,1962-10-11,M,R,,RepChuck,repchuck,repchuck,412476,95146,123456,21178,N00030815,/m/0ddd54f,H0TN03254,https://fleischmann.house.gov,https://fleischmann.house.gov/rss.xml,,True,,,,14,2024,378,2,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:tn/cd:3,2187 Rayburn House Office Building,202-225-3271,,TN,3,False,4703,0.53,93.6,2.4
F000468,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000468.,Lizzie,,Fletcher,,1975-02-13,F,D,,RepFletcher,,,412824,,177031,,N00041194,/g/11gzqssv7p,H8TX07140,https://fletcher.house.gov,,,True,,,,6,2024,378,4,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:tx/cd:7,346 Cannon House Office Building,202-225-2571,,TX,7,False,4807,1.06,84.18,11.8
F000474,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000474.,Mike,,Flood,,1975-02-23,M,R,,USRepMikeFlood,,,456868,,,,N00050145,,H2NE01118,https://flood.house.gov/,,,True,,,,4,2024,378,1,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:ne/cd:1,343 Cannon House Office Building,202-225-4806,,NE,1,False,3101,0.26,95.74,0.27
F000454,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000454.,Bill,,Foster,,1955-10-07,M,D,,RepBillFoster,CongressmanBillFoster,RepBillFoster,412257,1027346,101632,20749,N00029139,/m/02rq8nc,H8IL14067,https://foster.house.gov,https://foster.house.gov/rss.xml,,True,,,,12,2024,378,1,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:il/cd:11,2366 Rayburn House Office Building,202-225-3515,,IL,11,False,1711,0.26,93.88,2.13
F000477,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000477.,Valerie,,Foushee,,1956-05-07,F,D,,ValerieFoushee,,,456913,,,,,,H2NC06114,https://foushee.house.gov/,,,True,,,,2,2024,378,9,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:nc/cd:4,1716 Longworth House Office Building,202-225-1784,,NC,4,False,3704,2.38,95.11,0.82
F000450,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000450.,Virginia,,Foxx,,1943-06-29,F,R,,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,400643,1013052,6051,20521,N00026166,/m/02b5dz,H4NC05146,https://foxx.house.gov,https://foxx.house.gov/news/rss.aspx,,True,,,,18,2024,378,1,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:nc/cd:5,2462 Rayburn House Office Building,202-225-2071,,NC,5,False,3705,0.26,94.15,1.86
F000462,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000462.,Lois,,Frankel,,1948-05-16,F,D,,RepLoisFrankel,RepLoisFrankel,reploisfrankel,412529,623714,8102,21321,N00002893,/m/0gjdw8_,H2FL14053,https://frankel.house.gov,,,True,,,,12,2024,378,5,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:fl/cd:22,2305 Rayburn House Office Building,202-225-9890,,FL,22,False,1222,1.32,94.35,1.61
F000472,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000472.,Scott,,Franklin,,1964-08-23,M,R,,RepFranklin,,,456807,,,,N00046760,/g/11ft5hszwx,H0FL15104,https://franklin.house.gov,,,True,,,,4,2024,378,1,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:fl/cd:18,249 Cannon House Office Building,202-225-1252,,FL,18,False,1218,0.26,91.76,4.26
F000476,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000476.,Maxwell,,Frost,,1997-01-17,M,D,,RepMaxwellFrost,,,456890,,,,,,H2FL10259,https://frost.house.gov/,,,True,,,,2,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:fl/cd:10,1224 Longworth House Office Building,202-225-2176,,FL,10,False,1210,0.0,91.78,4.24
F000478,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000478.,Russell,,Fry,,1985-01-31,M,R,,RepRussellFry,,,456938,,,,,,H2SC07280,https://fry.house.gov/,,,True,,,,2,2024,378,1,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:sc/cd:7,1626 Longworth House Office Building,202-225-9895,,SC,7,False,4507,0.26,89.63,6.38
F000469,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000469.,Russ,,Fulcher,,1973-07-19,M,R,,RepRussFulcher,,,412773,,33091,,N00041335,/m/05h4vgh,H8ID01124,https://fulcher.house.gov,,,True,,,,6,2024,378,2,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:id/cd:1,1514 Longworth House Office Building,202-225-6611,,ID,1,False,1601,0.53,90.4,5.6
G000578,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000578.,Matt,,Gaetz,,1982-05-07,M,R,,RepMattGaetz,CongressmanMattGaetz,,412690,104528,117101,21719,N00039503,/m/0s8w2_s,H6FL01119,https://gaetz.house.gov,https://gaetz.house.gov/rss.xml,,True,,,,8,2024,378,3,2,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:fl/cd:1,2021 Rayburn House Office Building,202-225-4136,,FL,1,False,1201,0.79,81.28,15.24
G000579,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000579.,Mike,,Gallagher,,1984-03-03,M,R,,RepGallagher,RepMikeGallagher,,412731,104067,171843,21720,N00039330,/g/11c5qns1cc,H6WI08155,https://gallagher.house.gov,https://gallagher.house.gov/rss.xml,,True,,,,8,2024,378,4,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:wi/cd:8,1211 Longworth House Office Building,202-225-5665,,WI,8,False,5508,1.06,94.1,1.88
G000574,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000574.,Ruben,,Gallego,,1979-11-20,M,D,,RepRubenGallego,RepRubenGallego,,412612,77233,123732,21502,N00036097,/m/0wy0mz5,H4AZ07043,https://rubengallego.house.gov,https://rubengallego.house.gov/rss.xml,,True,,,,10,2024,378,114,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:az/cd:3,1114 Longworth House Office Building,202-225-4065,,AZ,3,False,0403,30.16,90.49,3.8
G000559,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000559.,John,,Garamendi,,1945-01-24,M,D,,RepGaramendi,repgaramendi,garamendiCA10,412382,18413,29664,20958,N00030856,/m/05fvls,H0CA10149,https://garamendi.house.gov,https://garamendi.house.gov/rss.xml,,True,,,,16,2024,378,13,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:8,2004 Rayburn House Office Building,202-225-1880,,CA,8,False,0608,3.44,92.86,3.02
G000597,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000597.,Andrew,,Garbarino,,1984-09-27,M,R,,RepGarbarino,,,456836,,,,N00046030,/g/11bw8f4j8q,H0NY02234,https://garbarino.house.gov,,,True,,,,4,2024,378,8,1,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ny/cd:2,2344 Rayburn House Office Building,202-225-7896,,NY,2,False,3602,2.12,88.62,7.32
G000061,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000061.,Mike,,Garcia,,1976-04-24,M,R,,RepMikeGarcia,RepMikeGarcia,,456792,,188664,,N00044298,/g/11j2j3x1pl,H0CA25105,https://mikegarcia.house.gov,,,True,,,,6,2024,378,0,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ca/cd:27,144 Cannon House Office Building,202-225-1956,,CA,27,False,0627,0.0,93.37,2.65
G000586,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000586.,Jesús,,García,,1956-04-12,M,D,,RepChuyGarcia,,,412774,,6261,,N00042114,/m/012c8r5x,H8IL04134,https://chuygarcia.house.gov,,,True,,,,6,2024,378,99,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:il/cd:4,1519 Longworth House Office Building,202-225-8203,,IL,4,False,1704,26.19,87.77,6.83
G000598,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000598.,Robert,,Garcia,,1977-12-02,M,D,,RepRobertGarcia,,,456885,,,,,,H2CA47188,https://robertgarcia.house.gov/,,,True,,,,2,2024,378,4,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:42,1305 Longworth House Office Building,202-225-7924,,CA,42,False,0642,1.06,91.69,4.29
G000587,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000587.,Sylvia,,Garcia,,1950-09-06,F,D,,RepSylviaGarcia,,,412827,,49734,,N00042282,/m/0ryt4bt,H8TX29052,https://sylviagarcia.house.gov,,,True,,,,6,2024,378,4,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:tx/cd:29,2419 Rayburn House Office Building,202-225-1688,,TX,29,False,4829,1.06,94.1,1.88
G000593,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000593.,Carlos,,Giménez,,1954-01-17,M,R,,RepCarlos,,,456809,,81366,,N00046394,/m/03cc6vt,H0FL26036,https://gimenez.house.gov,,,True,,,,4,2024,378,2,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:fl/cd:28,448 Cannon House Office Building,202-225-2778,,FL,28,False,1228,0.53,92.8,3.2
G000600,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000600.,Marie,,Gluesenkamp Perez,,1988-06-06,F,D,,RepMGP,,,456949,,,,,,H2WA03217,https://gluesenkampperez.house.gov/,,,True,,,,2,2024,378,2,1,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:wa/cd:3,1431 Longworth House Office Building,202-225-3536,,WA,3,False,5303,0.53,77.6,18.4
G000592,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000592.,Jared,,Golden,,1982-07-25,M,D,,repgolden,,,412842,,151420,,N00041668,/g/11f1224576,H8ME02185,https://golden.house.gov,,,True,,,,6,2024,378,3,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:me/cd:2,1710 Longworth House Office Building,202-225-6306,,ME,2,False,2302,0.79,73.8,22.19
G000599,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000599.,Dan,,Goldman,,1976-02-26,M,D,,RepDanGoldman,,,456923,,,,,,H2NY10308,https://goldman.house.gov/,,,True,,,,2,2024,378,24,1,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ny/cd:10,245 Cannon House Office Building,202-225-7944,,NY,10,False,3610,6.35,93.77,1.98
G000585,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000585.,Jimmy,,Gomez,,1974-11-25,M,D,,RepJimmyGomez,RepJimmyGomez,,412739,108883,138524,21754,N00040597,/m/0n_73h1,H8CA34266,https://gomez.house.gov,,,True,,,,8,2024,378,7,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:34,506 Cannon House Office Building,202-225-6235,,CA,34,False,0634,1.85,91.89,4.05
G000594,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000594.,Tony,,Gonzales,,1980-10-10,M,R,,RepTonyGonzales,,,456849,,,,N00044592,/g/11fs52clcr,H0TX35015,https://gonzales.house.gov,,,True,,,,4,2024,378,10,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:tx/cd:23,2244 Rayburn House Office Building,202-225-4511,,TX,23,False,4823,2.65,91.83,4.09
G000581,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000581.,Vicente,,Gonzalez,,1967-09-04,M,D,,RepGonzalez,USCongressmanVicenteGonzalez,,412725,103568,166483,21722,N00038809,/g/11c266m1z7,H6TX15162,https://gonzalez.house.gov,https://gonzalez.house.gov/rss.xml,,True,,,,8,2024,378,17,1,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:tx/cd:34,154 Cannon House Office Building,202-225-2531,,TX,34,False,4834,4.5,82.78,13.06
G000582,Resident Commissioner,R.C.,https://api.propublica.org/congress/v1/members/G000582.,Jenniffer,,González-Colón,,1976-08-05,F,R,,repjenniffer,RepJennifferGonzalezColon,,412723,67353,,,N00037615,/m/027s3vf,,https://gonzalez-colon.house.gov,https://gonzalez-colon.house.gov/rss.xml,,True,,,,8,2024,177,72,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:pr/cd:80,,,,PR,At-Large,True,7298,40.68,89.52,10.48
G000595,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000595.,Robert,,Good,,1965-09-11,M,R,,RepBobGood,,,456853,,,,N00045557,/g/11fsfm06kc,H0VA05160,https://good.house.gov,,,True,,,,4,2024,378,3,1,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:va/cd:5,461 Cannon House Office Building,202-225-4711,,VA,5,False,5105,0.79,82.35,13.9
G000589,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000589.,Lance,,Gooden,,1982-12-01,M,R,,RepLanceGooden,,,412822,,177282,,N00042237,/m/0jkx4bp,H8TX05144,https://gooden.house.gov,,,True,,,,6,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:tx/cd:5,2431 Rayburn House Office Building,202-225-3484,,TX,5,False,4805,0.0,91.51,4.51
G000565,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000565.,Paul,,Gosar,,1958-11-22,M,R,,RepGosar,repgosar,repgosar,412397,62470,123491,21103,N00030771,/m/0czdqz0,H0AZ01259,https://gosar.house.gov,,,True,,,,14,2024,378,4,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:az/cd:9,2057 Rayburn House Office Building,202-225-2315,,AZ,9,False,0409,1.06,83.65,12.33
G000583,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000583.,Josh,,Gottheimer,,1975-03-08,M,D,,RepJoshG,RepJoshG,,412714,9275683,169202,21723,N00036944,/g/120x5twv,H6NJ05171,https://gottheimer.house.gov,,,True,,,,8,2024,378,19,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:nj/cd:5,203 Cannon House Office Building,202-225-4465,,NJ,5,False,3405,5.03,87.43,8.38
G000377,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000377.,Kay,,Granger,,1943-01-18,F,R,,RepKayGranger,RepKayGranger,RepKayGranger,400157,45709,334,29762,N00008799,/m/03tndx,H6TX12060,https://kaygranger.house.gov,,,True,,,,28,2024,378,30,0,2023-08-29 11:30:14 -0400,ocd-division/country:us/state:tx/cd:12,2308 Rayburn House Office Building,202-225-5071,,TX,12,False,4812,7.94,94.52,1.15
G000577,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000577.,Garret,,Graves,,1972-01-31,M,R,,RepGarretGraves,CongressmanGarretGraves,,412631,9274609,155424,21523,N00036135,/m/012bxlbr,H4LA06153,https://garretgraves.house.gov,https://garretgraves.house.gov/rss.xml,,True,,,,10,2024,378,5,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:la/cd:6,2402 Rayburn House Office Building,202-225-3901,,LA,6,False,2206,1.32,90.05,5.91
G000546,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000546.,Sam,,Graves,,1963-11-07,M,R,,RepSamGraves,118514606128,,400158,89873,9425,20124,N00013323,/m/03tnfy,H0MO06073,https://graves.house.gov,https://graves.house.gov/rss.xml,,True,,,,24,2024,378,2,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:mo/cd:6,1135 Longworth House Office Building,202-225-7041,,MO,6,False,2906,0.53,90.67,5.33
G000590,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000590.,Mark,,Green,,1964-11-08,M,R,,RepMarkGreen,,,412819,,139030,,N00041873,/m/09rx6jq,H8TN07076,https://markgreen.house.gov,,,True,,,,6,2024,378,6,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:tn/cd:7,2446 Rayburn House Office Building,202-225-2811,,TN,7,False,4707,1.59,91.64,4.31
G000553,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000553.,Al,,Green,,1947-09-01,M,D,,RepAlGreen,repalgreen,RepAlGreen,400653,1012969,49680,20529,N00026686,/m/02kn0_,H4TX09095,https://algreen.house.gov,https://algreen.house.gov/rss.xml,,True,,,,20,2024,378,8,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:tx/cd:9,2347 Rayburn House Office Building,202-225-7508,,TX,9,False,4809,2.12,94.04,1.9
G000596,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000596.,Marjorie,Taylor,Greene,,1974-05-27,F,R,,RepMTG,,,456814,,189785,,N00044701,/g/11fscs046n,H0GA06192,https://greene.house.gov,,,True,,,,4,2024,378,8,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:ga/cd:14,403 Cannon House Office Building,202-225-5211,,GA,14,False,1314,2.12,86.72,9.21
G000568,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000568.,Morgan,,Griffith,,1958-03-15,M,R,,RepMGriffith,RepMorganGriffith,RepMorganGriffith,412485,62766,5148,21191,N00032029,/m/025vdrq,H0VA09055,https://morgangriffith.house.gov,https://morgangriffith.house.gov/news/rss.aspx,,True,,,,14,2024,378,5,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:va/cd:9,2202 Rayburn House Office Building,202-225-3861,,VA,9,False,5109,1.32,88.71,7.26
G000551,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000551.,Raúl,M.,Grijalva,,1948-02-19,M,D,,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,400162,1003551,28253,20305,N00025284,/m/024s1z,H2AZ07070,https://grijalva.house.gov,,,True,,,,22,2024,378,28,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:az/cd:7,1203 Longworth House Office Building,202-225-2435,,AZ,7,False,0407,7.41,91.98,3.72
G000576,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000576.,Glenn,,Grothman,,1955-07-03,M,R,,RepGrothman,RepGrothman,,412661,77282,3493,21559,N00036409,/m/02pnsk2,H4WI06048,https://grothman.house.gov,,,True,,,,10,2024,378,3,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:wi/cd:6,1511 Longworth House Office Building,202-225-2476,,WI,6,False,5506,0.79,92.25,3.74
G000591,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000591.,Michael,,Guest,,1970-02-04,M,R,,RepMichaelGuest,,,412793,,,,N00042458,/g/11gtc4dxpz,H8MS03125,https://guest.house.gov,,,True,,,,6,2024,378,5,1,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ms/cd:3,450 Cannon House Office Building,202-225-5031,,MS,3,False,2803,1.32,91.4,4.57
G000558,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000558.,Brett,,Guthrie,,1964-02-18,M,R,,RepGuthrie,CongressmanGuthrie,BrettGuthrie,412278,1031343,18829,20916,N00029675,/m/0411qqt,H8KY02031,https://guthrie.house.gov,,,True,,,,16,2024,378,0,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ky/cd:2,2434 Rayburn House Office Building,202-225-3501,,KY,2,False,2102,0.0,93.9,2.12
H001096,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001096.,Harriet,,Hageman,,1962-10-18,F,R,,,,,456951,,,,,,H2WY00166,https://hageman.house.gov/,,,True,,,,2,2024,378,0,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:wy/cd:1,1531 Longworth House Office Building,202-225-2311,,WY,At-Large,True,5600,0.0,87.27,8.75
H001090,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001090.,Josh,,Harder,,1986-08-01,M,D,,RepJoshHarder,,,412754,,179326,,N00040853,/g/11fhwknffg,H8CA10126,https://harder.house.gov,,,True,,,,6,2024,378,1,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ca/cd:9,209 Cannon House Office Building,202-225-4540,,CA,9,False,0609,0.26,89.89,6.12
H001052,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001052.,Andy,,Harris,,1957-01-25,M,R,,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,412434,1033464,19157,21139,N00029147,/m/02852wc,H8MD01094,https://harris.house.gov,https://harris.house.gov/rss.xml,,True,,,,14,2024,378,6,0,2023-08-29 11:30:10 -0400,ocd-division/country:us/state:md/cd:1,1536 Longworth House Office Building,202-225-5311,,MD,1,False,2401,1.59,87.33,8.63
H001086,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001086.,Diana,,Harshbarger,,1960-01-01,F,R,,RepHarshbarger,,,456844,,,,N00046688,/g/11f67z977k,H0TN01118,https://harshbarger.house.gov,,,True,,,,4,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:tn/cd:1,167 Cannon House Office Building,202-225-6356,,TN,1,False,4701,0.0,90.45,5.57
H001081,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001081.,Jahana,,Hayes,,1973-03-08,F,D,,RepJahanaHayes,,,412763,,181744,,N00043421,/g/11cn8wstn6,H8CT05245,https://hayes.house.gov,,,True,,,,6,2024,378,2,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ct/cd:5,2458 Rayburn House Office Building,202-225-4476,,CT,5,False,0905,0.53,94.13,1.87
H001082,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001082.,Kevin,,Hern,,1961-12-04,M,R,,repkevinhern,,,412748,,180004,,N00040829,/g/11gzqw48lf,H8OK01157,https://hern.house.gov,,,True,,,,8,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ok/cd:1,1019 Longworth House Office Building,202-225-2211,,OK,1,False,4001,0.0,89.66,6.37
H001038,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001038.,Brian,,Higgins,,1959-10-06,M,D,,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,400641,1013050,23127,20519,N00027060,/m/04fc7g,H4NY27076,https://higgins.house.gov,https://higgins.house.gov/rss.xml,,True,,,,18,2024,378,7,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:ny/cd:26,2269 Rayburn House Office Building,202-225-3306,,NY,26,False,3626,1.85,92.97,2.97
H001077,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001077.,Clay,,Higgins,,1961-08-24,M,R,,RepClayHiggins,CongressmanClayHiggins,,412705,106094,174484,21724,N00039953,/g/11c1s3lp76,H6LA03148,https://clayhiggins.house.gov,https://clayhiggins.house.gov/rss.xml,,True,,,,8,2024,378,4,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:la/cd:3,572 Cannon House Office Building,202-225-2031,,LA,3,False,2203,1.06,88.74,7.24
H001072,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001072.,French,,Hill,,1956-12-05,M,R,,RepFrenchHill,RepFrenchHill,,412609,9265172,146290,21503,N00035792,/m/0127p1zk,H4AR02141,https://hill.house.gov,,,True,,,,10,2024,378,6,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ar/cd:2,1533 Longworth House Office Building,202-225-2506,,AR,2,False,0502,1.59,94.07,1.89
H001047,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001047.,Jim,,Himes,,1966-07-05,M,D,,JAHimes,CongressmanJimHimes,congressmanhimes,412282,1031341,106744,20907,N00029070,/m/03w9x9v,H8CT04172,https://himes.house.gov,,,True,,,,16,2024,378,2,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:ct/cd:4,2137 Rayburn House Office Building,202-225-5541,,CT,4,False,0904,0.53,91.73,4.27
H001091,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001091.,Ashley,,Hinson,,1983-06-27,F,R,,RepAshleyHinson,,,456816,,168783,,N00044521,/g/11fjq_fl2t,H0IA01174,https://hinson.house.gov,,,True,,,,4,2024,378,1,0,2023-08-29 11:30:13 -0400,ocd-division/country:us/state:ia/cd:2,1717 Longworth House Office Building,202-225-2911,,IA,2,False,1902,0.26,94.41,1.6
H001066,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001066.,Steven,,Horsford,,1973-04-29,M,D,,RepHorsford,,,412559,79614,44064,21339,N00033638,/m/03c01w9,H2NV04011,https://horsford.house.gov,https://horsford.house.gov/rss.xml,,True,,,,6,2024,378,7,0,2023-08-29 11:30:12 -0400,ocd-division/country:us/state:nv/cd:4,406 Cannon House Office Building,202-225-9894,,NV,4,False,3204,1.85,92.97,2.97
H001093,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001093.,Erin,,Houchin,,1976-09-24,F,R,,RepHouchin,,,456903,,149614,,,,H6IN09143,https://houchin.house.gov/,,,True,,,,2,2024,378,0,0,2023-08-29 11:30:11 -0400,ocd-division/country:us/state:in/cd:9,1632 Longworth House Office Building,202-225-5315,,IN,9,False,1809,0.0,92.31,3.71
