id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,senate_class,state_rank,lis_id
H000840,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000840.,James,John,Howard,,1927-07-24,M,D,,,,,405687,,,10739,,,,,,,False,,,,24,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:nj/cd:3,,,,NJ,3,False,3403,,,
H000874,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000874.,Steny,H.,Hoyer,,1939-06-14,M,D,,LeaderHoyer,WhipHoyer,LeaderHoyer,400189,1919,26890,14873,N00001821,/m/025k5p,,https://hoyer.house.gov,,,False,,,,8,,,,2021-03-02 02:35:38 -0500,ocd-division/country:us/state:md/cd:5,,,,MD,5,False,2405,,,
H000878,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000878.,Carroll,,Hubbard,,1937-07-07,,D,,,,,405724,,,14237,,,,,,,False,,,,14,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ky/cd:1,,,,KY,1,False,2101,,,
H000901,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000901.,Thomas,Jerald,Huckaby,,1941-07-19,M,D,,,,,405747,,,14427,,,,,,,False,,,,12,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:la/cd:5,,,,LA,5,False,2205,,,
H000930,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000930.,William,J.,Hughes,,1932-10-17,M,D,,,,,405775,,,14238,,,,,,,False,,,,14,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:nj/cd:2,,,,NJ,2,False,3402,,,
H000981,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000981.,Duncan,L.,Hunter,,1948-05-31,M,R,,,,,400191,,,14835,,,,,,,False,,,,8,,,,2013-04-12 20:12:03 -0400,ocd-division/country:us/state:ca/cd:45,,,,CA,45,False,0645,,,
H001018,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001018.,Earl,Dewitt,Hutto,,1926-05-12,M,D,,,,,405855,,,14636,,,,,,,False,,,,10,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:fl/cd:1,,,,FL,1,False,1201,,,
H001022,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001022.,Henry,John,Hyde,,1924-04-18,M,R,,,,,400192,,,14239,,,,,,,False,,,,14,,,,2013-04-12 20:12:02 -0400,ocd-division/country:us/state:il/cd:6,,,,IL,6,False,1706,,,
I000024,Representative,Rep.,https://api.propublica.org/congress/v1/members/I000024.,James,M.,Inhofe,,1934-11-17,M,R,,InhofePress,jiminhofe,jiminhofepressoffice,300055,5619,27027,15424,N00005582,/m/021kpl,,https://www.inhofe.senate.gov,,,False,,,,2,,,,2019-01-06 15:20:57 -0500,ocd-division/country:us/state:ok/cd:1,,,,OK,1,False,4001,,,
I000029,Representative,Rep.,https://api.propublica.org/congress/v1/members/I000029.,Andrew,Poysell,Ireland,,1930-08-23,M,R,,,,,405887,,,14428,,,,,,,False,,,,12,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:fl/cd:10,,,,FL,10,False,1210,,,
J000033,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000033.,Andrew,,Jacobs,Jr.,1932-02-24,M,D,,,,,405939,,,10742,,,,,,,False,,,,22,,,,2017-11-29 06:35:53 -0500,ocd-division/country:us/state:in/cd:10,,,,IN,10,False,1810,,,
J000072,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000072.,James,M.,Jeffords,,1934-05-11,M,R,,,,,300057,,,14240,,,,,,,False,,,,14,,,,2013-04-12 20:12:01 -0400,ocd-division/country:us/state:vt/cd:1,,,,VT,At-Large,True,5000,,,
J000083,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000083.,Edgar,Lanier,Jenkins,,1933-01-04,M,D,,,,,405985,,,14429,,,,,,,False,,,,12,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ga/cd:9,,,,GA,9,False,1309,,,
J000163,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000163.,Nancy,Lee,Johnson,,1935-01-05,F,R,,,,,400205,,,15027,,,,,,,False,,,,6,,,,2013-04-12 20:12:02 -0400,ocd-division/country:us/state:ct/cd:6,,,,CT,6,False,0906,,,
J000177,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000177.,Tim,,Johnson,,1946-12-28,M,D,,SenJohnsonSD,Senator-Tim-Johnson,senatorjohnson,300058,2545,,15425,,/m/01xwcp,,http://www.johnson.senate.gov,,,False,,,,2,,,,2016-06-14 16:31:39 -0400,ocd-division/country:us/state:sd/cd:1,,,,SD,At-Large,True,4600,,,
J000256,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000256.,Walter,Beaman,Jones,,1913-08-19,M,D,,,,,406148,,,10788,,,,,,,False,,,,24,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:nc/cd:1,,,,NC,1,False,3701,,,
J000216,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000216.,Ed,,Jones,,1912-04-20,,D,,,,,406111,,,12038,,,,,,,False,,,,20,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:tn/cd:8,,,,TN,8,False,4708,,,
J000265,Representative,Rep.,https://api.propublica.org/congress/v1/members/J000265.,James,Prather,Jontz,,1951-12-18,M,D,,,,,406157,,,15425,,,,,,,False,,,,2,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:in/cd:5,,,,IN,5,False,1805,,,
K000008,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000008.,Paul,E.,Kanjorski,,1937-04-02,M,D,,,,CongressmanKanjorski,400210,5974,,15220,,/m/03tv7x,,,,,False,,,,4,,,,2016-06-14 16:31:43 -0400,ocd-division/country:us/state:pa/cd:11,,,,PA,11,False,4211,,,
K000009,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000009.,Marcy,,Kaptur,,1946-06-17,F,D,,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,400211,1458,27016,15029,N00003522,/m/039s3l,,https://kaptur.house.gov,https://kaptur.house.gov/rss.xml,,False,,,,6,,,,2021-03-02 02:35:40 -0500,ocd-division/country:us/state:oh/cd:9,,,,OH,9,False,3909,,,
K000016,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000016.,John,R.,Kasich,,1952-05-13,M,R,,,,,400590,1620,,15029,,,,,,,False,,,,6,,,,2013-04-12 20:12:00 -0400,ocd-division/country:us/state:oh/cd:12,,,,OH,12,False,3912,,,
K000020,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000020.,Robert,William,Kastenmeier,,1924-01-24,M,D,,,,,406191,,,5101,,,,,,,False,,,,30,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:wi/cd:2,,,,WI,2,False,5502,,,
K000086,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000086.,Jack,French,Kemp,,1935-07-13,M,R,,,,,406255,,,13020,,,,,,,False,,,,18,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ny/cd:31,,,,NY,31,False,3631,,,
K000110,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000110.,Joseph,P.,Kennedy,II,1952-09-24,M,D,,,,,406277,,,15426,,,,,,,False,,,,2,,,,2017-11-29 06:35:55 -0500,ocd-division/country:us/state:ma/cd:8,,,,MA,8,False,2508,,,
K000118,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000118.,Barbara,B.,Kennelly,,1936-07-10,F,D,,,,,406284,,,14877,,,,,,,False,,,,8,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:ct/cd:1,,,,CT,1,False,0901,,,
K000172,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000172.,Dale,E.,Kildee,,1929-09-16,M,D,,dalekildee,,,400216,6743,,14430,,,,,,,False,,,,12,,,,2016-05-03 15:22:18 -0400,ocd-division/country:us/state:mi/cd:7,,,,MI,7,False,2607,,,
K000259,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000259.,Gerald,D.,Kleczka,,1943-11-26,M,D,,,,,400223,,,15085,,,,,,,False,,,,6,,,,2013-04-12 20:12:02 -0400,ocd-division/country:us/state:wi/cd:4,,,,WI,4,False,5504,,,
K000306,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000306.,James,T.,Kolbe,,1942-06-28,M,R,,,,,400226,,,15221,,,,,,,False,,,,4,,,,2013-04-12 20:12:02 -0400,ocd-division/country:us/state:az/cd:5,,,,AZ,5,False,0405,,,
K000307,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000307.,Joseph,Paul,Kolter,,1926-09-03,M,D,,,,,406461,,,15030,,,,,,,False,,,,6,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:pa/cd:4,,,,PA,4,False,4204,,,
K000309,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000309.,Ernest,Leslie,Konnyu,,1937-05-17,M,R,,,,,406463,,,15427,,,,,,,False,,,,2,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ca/cd:12,,,,CA,12,False,0612,,,
K000319,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000319.,Peter,Houston,Kostmayer,,1946-09-27,M,D,,,,,406473,,,14431,,,,,,,False,,,,10,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:pa/cd:8,,,,PA,8,False,4208,,,
K000352,Representative,Rep.,https://api.propublica.org/congress/v1/members/K000352.,Jon,,Kyl,,1942-04-25,M,R,,senjonkyl,,SenJonKyl,300062,,,15428,,/m/01y0mp,,,,,False,,,,2,,,,2016-06-14 16:31:46 -0400,ocd-division/country:us/state:az/cd:4,,,,AZ,4,False,0404,,,
L000556,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000556.,John,J.,LaFalce,,1939-10-06,M,D,,,,,400537,,,14248,,,,,,,False,,,,14,,,,2013-04-12 20:12:01 -0400,ocd-division/country:us/state:ny/cd:32,,,,NY,32,False,3632,,,
L000020,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000020.,Robert,John,Lagomarsino,,1926-09-04,M,R,,,,,406530,,,14071,,,,,,,False,,,,16,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ca/cd:19,,,,CA,19,False,0619,,,
L000045,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000045.,H. Martin,,Lancaster,,1943-03-24,M,D,,,,,406554,,,15429,,,,,,,False,,,,2,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:nc/cd:3,,,,NC,3,False,3703,,,
L000090,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000090.,Tom,,Lantos,,1928-02-01,M,D,,,,,400231,,,14837,,,,,,,False,,,,8,,,,2013-04-12 20:12:03 -0400,ocd-division/country:us/state:ca/cd:11,,,,CA,11,False,0611,,,
L000116,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000116.,Delbert,Leroy,Latta,,1920-03-05,,R,,,,,406622,,,5495,,,,,,,False,,,,30,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:oh/cd:5,,,,OH,5,False,3905,,,
L000169,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000169.,James,A.,Leach,,1942-10-15,M,R,,,,,400236,,,14432,,,,,,,False,,,,12,,,,2013-04-12 20:12:02 -0400,ocd-division/country:us/state:ia/cd:1,,,,IA,1,False,1901,,,
L000180,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000180.,James,Marvin,Leath,,1931-05-06,M,D,,,,,406682,,,14641,,,,,,,False,,,,10,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:tx/cd:11,,,,TX,11,False,4811,,,
L000225,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000225.,Richard,H.,Lehman,,1948-07-20,M,D,,,,,406729,,,15031,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ca/cd:18,,,,CA,18,False,0618,,,
L000226,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000226.,William,,Lehman,,1913-10-05,M,D,,,,,406730,,,14029,,,,,,,False,,,,16,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:fl/cd:17,,,,FL,17,False,1217,,,
L000237,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000237.,George,Thomas,Leland,,1944-11-27,M,D,,,,,406740,,,14643,,,,,,,False,,,,10,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:tx/cd:18,,,,TX,18,False,4818,,,
L000243,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000243.,Norman,Frederick,Lent,,1931-03-23,,R,,,,,406746,,,13021,,,,,,,False,,,,18,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ny/cd:4,,,,NY,4,False,3604,,,
L000263,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000263.,Sander,M.,Levin,,1931-09-06,M,D,,RepSandyLevin,RepSandyLevin,mi12yes,400238,251,26918,15033,N00003950,/m/02n8p2,,https://levin.house.gov,,,False,,,,6,,,,2018-03-07 08:14:43 -0500,ocd-division/country:us/state:mi/cd:17,,,,MI,17,False,2617,,,
L000264,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000264.,Meldon,Edises,Levine,,1943-06-07,,D,,,,,406765,,,15033,,,,,,,False,,,,6,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ca/cd:27,,,,CA,27,False,0627,,,
L000287,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000287.,John,,Lewis,,1940-02-21,M,D,,RepJohnLewis,RepJohnLewis,repjohnlewis,400240,2528,26820,15431,N00002577,/m/02555z,,https://johnlewis.house.gov,,,False,,,,2,,,,2019-01-06 15:20:55 -0500,ocd-division/country:us/state:ga/cd:5,,,,GA,5,False,1305,,,
L000274,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000274.,Jerry,,Lewis,,1934-10-21,M,R,,RepJerryLewis,,,400239,1001646,,14644,,/m/0427y,,,,,False,,,,10,,,,2016-06-14 16:31:55 -0400,ocd-division/country:us/state:ca/cd:35,,,,CA,35,False,0635,,,
L000295,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000295.,Thomas,F.,Lewis,,1924-10-26,M,R,,,,,406790,,,15034,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:fl/cd:12,,,,FL,12,False,1212,,,
L000305,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000305.,James,Ross,Lightfoot,,1938-09-27,M,R,,,,,406799,,,15222,,,,,,,False,,,,4,,,,2013-04-12 20:11:58 -0400,ocd-division/country:us/state:ia/cd:5,,,,IA,5,False,1905,,,
L000342,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000342.,William,O.,Lipinski,,1937-12-22,M,D,,,,,400243,,,15035,,,,,,,False,,,,6,,,,2013-04-12 20:12:02 -0400,ocd-division/country:us/state:il/cd:5,,,,IL,5,False,1705,,,
L000371,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000371.,Bob,,Livingston,,1943-04-30,M,R,,,,,406863,,,14469,,,,,,,False,,,,12,,,,2013-04-12 20:12:00 -0400,ocd-division/country:us/state:la/cd:1,,,,LA,1,False,2201,,,
L000381,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000381.,Marilyn,Laird,Lloyd,,1929-01-03,F,D,,,,,406873,,,14251,,,,,,,False,,,,14,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:tn/cd:3,,,,TN,3,False,4703,,,
L000447,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000447.,Trent,,Lott,,1941-10-09,M,R,,,,,300069,1886,,14031,,,,,,,False,,,,16,,,,2013-04-12 20:12:03 -0400,ocd-division/country:us/state:ms/cd:5,,,,MS,5,False,2805,,,
L000479,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000479.,William,David,Lowery,,1947-05-02,M,R,,,,,406968,,,14839,,,,,,,False,,,,8,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ca/cd:41,,,,CA,41,False,0641,,,
L000486,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000486.,Michael,Edward,Lowry,,1939-03-08,M,D,,,,,406974,,,14646,,,,,,,False,,,,10,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:wa/cd:7,,,,WA,7,False,5307,,,
L000506,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000506.,Manuel,,Lujan,,1928-05-12,M,R,,,,,406992,,,12022,,,,,,,False,,,,20,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:nm/cd:1,,,,NM,1,False,3501,,,
L000508,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000508.,Thomas,Andrew,Luken,,1925-07-09,M,D,,,,,406994,,,14070,,,,,,,False,,,,14,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:oh/cd:1,,,,OH,1,False,3901,,,
L000509,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000509.,Donald,Edgar,Lukens,,1931-02-11,M,R,,,,,406995,,,11028,,,,,,,False,,,,6,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:oh/cd:8,,,,OH,8,False,3908,,,
L000517,Representative,Rep.,https://api.propublica.org/congress/v1/members/L000517.,Dan,,Lungren,,1946-09-22,M,R,,dan_lungren,,RepLungrenCA03,400617,,,14647,,/m/04dfzd,,,,,False,,,,10,,,,2016-06-14 16:31:58 -0400,ocd-division/country:us/state:ca/cd:42,,,,CA,42,False,0642,,,
M000019,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000019.,Connie,,Mack,,1940-10-29,M,R,,,,,400562,,,15037,,,,,,,False,,,,6,,,,2013-04-12 20:11:58 -0400,ocd-division/country:us/state:fl/cd:13,,,,FL,13,False,1213,,,
M000023,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000023.,Kenneth,Hood,MacKay,,1933-03-22,M,D,,,,,407051,,,15036,,,,,,,False,,,,6,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:fl/cd:6,,,,FL,6,False,1206,,,
M000041,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000041.,Edward,Rell,Madigan,,1936-01-13,M,R,,,,,407069,,,14033,,,,,,,False,,,,16,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:il/cd:15,,,,IL,15,False,1715,,,
M000117,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000117.,Thomas,J.,Manton,,1932-11-03,M,D,,,,,407141,,,15223,,,,,,,False,,,,4,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:ny/cd:9,,,,NY,9,False,3609,,,
M000133,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000133.,Edward,J.,Markey,,1946-07-11,M,D,,SenMarkey,EdJMarkey,RepMarkey,400253,260,26900,14435,N00000270,/m/028vr4,,https://www.markey.senate.gov,,,False,,,,12,,,,2019-01-06 15:20:53 -0500,ocd-division/country:us/state:ma/cd:7,,,,MA,7,False,2507,,,
M000139,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000139.,Ronald,Charles,Marlenee,,1935-08-08,,R,,,,,407162,,,14437,,,,,,,False,,,,12,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:mt/cd:2,,,,MT,2,False,3002,,,
M000174,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000174.,David,O?Brien,Martin,,1944-04-26,M,R,,,,,407196,,,14840,,,,,,,False,,,,8,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ny/cd:26,,,,NY,26,False,3626,,,
M000195,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000195.,Lynn,Morley,Martin,,1939-12-26,F,R,,,,,407215,,,14841,,,,,,,False,,,,8,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:il/cd:16,,,,IL,16,False,1716,,,
M000206,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000206.,Matthew,G.,Martinez,,1929-02-14,M,D,,,,,400595,,,14879,,,,,,,False,,,,8,,,,2013-04-12 20:12:00 -0400,ocd-division/country:us/state:ca/cd:30,,,,CA,30,False,0630,,,
M000249,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000249.,Robert,T.,Matsui,,1941-09-17,M,D,,,,,400256,,,14649,,,,,,,False,,,,10,,,,2013-04-12 20:12:02 -0400,ocd-division/country:us/state:ca/cd:3,,,,CA,3,False,0603,,,
M000264,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000264.,Nicholas,James,Mavroules,,1929-11-01,M,D,,,,,407282,,,14650,,,,,,,False,,,,10,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ma/cd:6,,,,MA,6,False,2506,,,
M000291,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000291.,Romano,L.,Mazzoli,,1932-11-02,M,D,,,,,407306,,,13024,,,,,,,False,,,,18,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ky/cd:3,,,,KY,3,False,2103,,,
M000306,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000306.,Alfred,A.,McCandless,,1927-07-23,M,R,,,,,407320,,,15039,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ca/cd:37,,,,CA,37,False,0637,,,
M000342,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000342.,Frank,,McCloskey,,1939-06-12,M,D,,,,,407351,,,15040,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:in/cd:8,,,,IN,8,False,1808,,,
M000350,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000350.,Bill,,McCollum,,1944-07-12,M,R,,,,,400596,,,14842,,,,,,,False,,,,8,,,,2013-04-12 20:12:00 -0400,ocd-division/country:us/state:fl/cd:5,,,,FL,5,False,1205,,,
M000388,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000388.,Jim,O.,McCrery,,1949-09-18,M,R,,,,,400261,,,15450,,,,,,,False,,,,2,,,,2013-04-12 20:12:03 -0400,ocd-division/country:us/state:la/cd:4,,,,LA,4,False,2204,,,
M000398,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000398.,David,Keith,McCurdy,,1950-03-30,M,D,,,,,407399,,,14843,,,,,,,False,,,,8,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ok/cd:4,,,,OK,4,False,4004,,,
M000399,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000399.,Joseph,M.,McDade,,1931-09-29,M,R,,,,,407400,,,10607,,,,,,,False,,,,26,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:pa/cd:10,,,,PA,10,False,4210,,,
M000432,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000432.,Bob,,McEwen,,1950-01-12,,R,,,,,407432,,,14844,,,,,,,False,,,,8,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:oh/cd:6,,,,OH,6,False,3906,,,
M000458,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000458.,Raymond,Joseph,McGrath,,1942-03-27,M,R,,,,,407457,,,14845,,,,,,,False,,,,8,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ny/cd:5,,,,NY,5,False,3605,,,
M000473,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000473.,Matthew,Francis,McHugh,,1938-12-06,M,D,,,,,407471,,,14253,,,,,,,False,,,,14,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:ny/cd:28,,,,NY,28,False,3628,,,
M000527,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000527.,Stewart,Brett,McKinney,,1931-01-30,,R,,,,,407519,,,13029,,,,,,,False,,,,18,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ct/cd:4,,,,CT,4,False,0904,,,
M000566,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000566.,John,"Alexander, III",McMillan,,1932-05-09,M,R,,,,,407558,,,15224,,,,,,,False,,,,4,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:nc/cd:9,,,,NC,9,False,3709,,,
M000573,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000573.,Charles,Thomas,McMillen,,1952-05-26,M,D,,,,,407564,,,15431,,,,,,,False,,,,2,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:md/cd:4,,,,MD,4,False,2404,,,
M000684,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000684.,Jan,,Meyers,,1928-07-20,F,D,,,,,407669,,,15225,,,,,,,False,,,,2,,,,2013-04-12 20:11:58 -0400,ocd-division/country:us/state:in/cd:5,,,,IN,5,False,1805,,,
M000684,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000684.,Jan,,Meyers,,1928-07-20,F,R,,,,,407669,,,15225,,,,,,,False,,,,4,,,,2013-04-12 20:11:58 -0400,ocd-division/country:us/state:ks/cd:3,,,,KS,3,False,2003,,,
M000687,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000687.,Kweisi,,Mfume,,1948-10-24,M,D,,RepKweisiMfume,,,407672,,,15432,N00001799,,,https://mfume.house.gov,,,False,,,,2,,,,2022-07-13 02:51:01 -0400,ocd-division/country:us/state:md/cd:7,,,,MD,7,False,2407,,,
M000688,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000688.,Daniel,Andrew,Mica,,1944-02-04,M,D,,,,,407673,,,14648,,,,,,,False,,,,10,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:fl/cd:14,,,,FL,14,False,1214,,,
M000692,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000692.,Robert,H.,Michel,,1923-03-02,M,R,,,,,407676,,,6455,,,,,,,False,,,,22,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:il/cd:18,,,,IL,18,False,1718,,,
M000718,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000718.,Clarence,E.,Miller,,1917-11-01,M,R,,,,,407700,,,11034,,,,,,,False,,,,22,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:oh/cd:10,,,,OH,10,False,3910,,,
M000725,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000725.,George,,Miller,,1945-05-17,M,D,,AskGeorge,repgeorgemiller,RepGeorgeMiller,400278,622,,14256,,/m/013t9y,,http://georgemiller.house.gov,,,False,,,,14,,,,2016-06-14 16:32:10 -0400,ocd-division/country:us/state:ca/cd:7,,,,CA,7,False,0607,,,
M000736,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000736.,John,Ripin,Miller,,1938-05-23,M,R,,,,,407721,,,15226,,,,,,,False,,,,4,,,,2013-04-12 20:11:56 -0400,ocd-division/country:us/state:wa/cd:1,,,,WA,1,False,5301,,,
M000794,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000794.,Norman,Y.,Mineta,,1931-11-12,M,D,,,,,407772,,,14257,,,,,,,False,,,,14,,,,2013-04-12 20:11:58 -0400,ocd-division/country:us/state:ca/cd:13,,,,CA,13,False,0613,,,
M000834,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000834.,Joe,,Moakley,,1927-04-27,M,D,,,,,400600,,,14039,,,,,,,False,,,,16,,,,2013-04-12 20:12:01 -0400,ocd-division/country:us/state:ma/cd:9,,,,MA,9,False,2509,,,
M000842,Representative,Rep.,https://api.propublica.org/congress/v1/members/M000842.,Guy,Victor,Molinari,,1928-11-23,M,R,,,,,407816,,,14846,,,,,,,False,,,,8,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ny/cd:14,,,,NY,14,False,3614,,,
