id,name,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,total_base_stat,is_legendary,generation
910,crocalor,fire,,81,55,78,90,58,49,411,False,9
911,skeledirge,fire,ghost,104,75,100,110,75,66,530,False,9
912,quaxly,water,,55,65,45,50,45,50,310,False,9
913,quaxwell,water,,70,85,65,65,60,65,410,False,9
914,quaquaval,water,fighting,85,120,80,85,75,85,530,False,9
915,lechonk,normal,,54,45,40,35,45,35,254,False,9
916,oinkologne,normal,,110,100,75,59,80,65,489,False,9
917,dudunsparce,normal,,125,100,80,85,75,55,520,False,9
918,tarountula,bug,,35,41,45,29,40,20,210,False,9
919,spidops,bug,,60,79,92,52,86,35,404,False,9
920,nymble,bug,,33,46,40,21,25,45,210,False,9
921,lokix,bug,dark,71,102,78,52,55,92,450,False,9
922,rellor,bug,,41,50,60,31,58,30,270,False,9
923,rabsca,bug,psychic,75,50,85,115,100,45,470,False,9
924,greavard,ghost,,50,61,60,30,55,34,290,False,9
925,houndstone,ghost,,72,101,100,50,97,68,488,False,9
926,flittle,psychic,,30,35,30,55,30,75,255,False,9
927,espathra,psychic,,95,60,60,101,60,105,481,False,9
928,farigiraf,normal,psychic,120,90,70,110,70,60,520,False,9
929,wiglett,water,,10,55,25,35,25,95,245,False,9
930,wugtrio,water,,35,100,50,50,70,120,425,False,9
931,dondozo,water,,150,100,115,65,65,35,530,False,9
932,veluza,water,psychic,90,102,73,78,65,70,478,False,9
933,finizen,water,,70,45,40,45,40,75,315,False,9
934,palafin,water,,100,70,72,53,62,100,457,False,9
935,smoliv,grass,normal,41,35,45,58,51,30,260,False,9
936,dolliv,grass,normal,52,53,60,78,78,33,354,False,9
937,arboliva,grass,normal,78,69,90,125,109,39,510,False,9
938,capsakid,grass,,50,62,40,62,40,50,304,False,9
939,scovillain,grass,fire,65,108,65,108,65,75,486,False,9
940,tadbulb,electric,,61,31,41,59,35,45,272,False,9
941,bellibolt,electric,,109,64,91,103,83,45,495,False,9
942,varoom,steel,poison,45,70,63,30,45,47,300,False,9
943,revavroom,steel,poison,80,119,90,54,67,90,500,False,9
944,orthworm,steel,,70,85,145,60,55,65,480,False,9
945,tandemaus,normal,,50,50,45,40,45,75,305,False,9
946,maushold,normal,,74,75,70,65,75,111,470,False,9
947,cetoddle,ice,,108,68,45,30,40,43,334,False,9
948,cetitan,ice,,170,113,65,45,55,73,521,False,9
949,frigibax,dragon,ice,65,75,45,35,45,55,320,False,9
950,arctibax,dragon,ice,90,95,66,45,65,62,423,False,9
951,baxcalibur,dragon,ice,115,145,92,75,86,87,600,False,9
952,tatsugiri,dragon,water,68,50,60,120,95,82,475,False,9
953,cyclizar,dragon,normal,70,95,65,85,65,121,501,False,9
954,pawmi,electric,,45,50,20,40,25,60,240,False,9
955,pawmo,electric,fighting,60,75,40,50,40,85,350,False,9
956,pawmot,electric,fighting,70,115,70,70,60,105,490,False,9
957,wattrel,electric,flying,40,40,35,55,40,70,280,False,9
958,kilowattrel,electric,flying,70,70,60,105,60,125,490,False,9
959,bombirdier,flying,dark,70,103,85,60,85,82,485,False,9
960,squawkabilly,normal,flying,82,96,51,45,51,92,417,False,9
961,flamigo,flying,fighting,82,115,74,75,64,90,500,False,9
962,klawf,rock,,70,100,115,35,55,75,450,False,9
963,nacli,rock,,55,55,75,35,35,25,280,False,9
964,naclstack,rock,,60,60,100,35,65,35,355,False,9
965,garganacl,rock,,100,100,130,45,90,35,500,False,9
966,glimmet,rock,poison,48,35,42,105,60,60,350,False,9
967,glimmora,rock,poison,83,55,90,130,81,86,525,False,9
968,shroodle,poison,normal,40,65,35,40,35,75,290,False,9
969,grafaiai,poison,normal,63,95,65,80,72,110,485,False,9
970,fidough,fairy,,37,55,70,30,55,65,312,False,9
971,dachsbun,fairy,,57,80,115,50,80,95,477,False,9
972,maschiff,dark,,60,78,60,40,51,51,340,False,9
973,mabosstiff,dark,,80,120,90,60,70,85,505,False,9
974,bramblin,grass,ghost,40,65,30,45,35,60,275,False,9
975,brambleghast,grass,ghost,55,115,70,80,70,90,480,False,9
976,gimmighoul,ghost,,45,30,70,75,70,10,300,False,9
977,gholdengo,steel,ghost,87,60,95,133,91,84,550,False,9
978,great-tusk,ground,fighting,115,131,131,53,53,87,570,False,9
979,brute-bonnet,grass,dark,111,127,99,79,99,55,570,False,9
981,sandy-shocks,electric,ground,85,81,97,121,85,101,570,False,9
982,scream-tail,fairy,psychic,115,65,99,65,115,111,570,False,9
983,flutter-mane,ghost,fairy,55,55,55,135,135,135,570,False,9
984,slither-wing,bug,fighting,85,135,79,85,105,81,570,False,9
985,roaring-moon,dragon,dark,105,139,71,55,101,119,590,False,9
986,iron-treads,ground,steel,90,112,120,72,70,106,570,False,9
988,iron-moth,fire,poison,80,70,60,140,110,110,570,False,9
989,iron-hands,fighting,electric,154,140,108,50,68,50,570,False,9
990,iron-jugulis,dark,flying,94,80,86,122,80,108,570,False,9
991,iron-thorns,rock,electric,100,134,110,70,84,72,570,False,9
992,iron-bundle,ice,water,56,80,114,124,60,136,570,False,9
993,iron-valiant,fairy,fighting,74,130,90,120,60,116,590,False,9
994,ting-lu,dark,ground,155,110,125,55,80,45,570,False,9
995,chien-pao,dark,ice,80,120,80,90,65,135,570,False,9
996,wo-chien,dark,grass,85,85,100,95,135,70,570,False,9
997,chi-yu,dark,fire,55,80,80,135,120,100,570,False,9
998,koraidon,fighting,dragon,100,135,115,85,100,135,670,False,9
999,miraidon,electric,dragon,100,85,100,135,115,135,670,False,9
1000,tinkatink,fairy,steel,50,45,45,35,64,58,297,False,9
1001,tinkatuff,fairy,steel,65,55,55,45,82,78,380,False,9
1002,tinkaton,fairy,steel,85,75,77,70,105,94,506,False,9
1003,charcadet,fire,,40,50,40,50,40,35,255,False,9
1004,armarouge,fire,psychic,85,60,100,125,80,75,525,False,9
1005,ceruledge,fire,ghost,75,125,80,60,100,85,525,False,9
1006,toedscool,ground,grass,40,40,35,50,100,70,335,False,9
1007,toedscruel,ground,grass,80,70,65,80,120,100,515,False,9
1008,kingambit,dark,steel,100,135,120,60,85,50,550,False,9
10001,deoxys-attack,psychic,,50,180,20,180,20,150,600,False,3
10002,deoxys-defense,psychic,,50,70,160,70,160,90,600,False,3
10003,deoxys-speed,psychic,,50,95,90,95,90,180,600,False,3
10004,wormadam-sandy,bug,ground,60,79,105,59,85,36,424,False,4
10005,wormadam-trash,bug,steel,60,69,95,69,95,36,424,False,4
10006,shaymin-sky,grass,flying,100,103,75,120,75,127,600,False,4
10007,giratina-origin,ghost,dragon,150,120,100,120,100,90,680,True,4
10008,rotom-heat,electric,fire,50,65,107,105,107,86,520,False,4
10009,rotom-wash,electric,water,50,65,107,105,107,86,520,False,4
10010,rotom-frost,electric,ice,50,65,107,105,107,86,520,False,4
10011,rotom-fan,electric,flying,50,65,107,105,107,86,520,False,4
10012,rotom-mow,electric,grass,50,65,107,105,107,86,520,False,4
10013,castform-sunny,fire,,70,70,70,70,70,70,420,False,3
10014,castform-rainy,water,,70,70,70,70,70,70,420,False,3
10015,castform-snowy,ice,,70,70,70,70,70,70,420,False,3
10016,basculin-blue-striped,water,,70,92,65,80,55,98,460,False,5
10017,darmanitan-zen,fire,psychic,105,30,105,140,105,55,540,False,5
10018,meloetta-pirouette,normal,fighting,100,128,90,77,77,128,600,False,5
10019,tornadus-therian,flying,,79,100,80,110,90,121,580,True,5
10020,thundurus-therian,electric,flying,79,105,70,145,80,101,580,True,5
10021,landorus-therian,ground,flying,89,145,90,105,80,91,600,True,5
10022,kyurem-black,dragon,ice,125,170,100,120,90,95,700,True,5
10023,kyurem-white,dragon,ice,125,120,90,170,100,95,700,True,5
10024,keldeo-resolute,water,fighting,91,72,90,129,90,108,580,False,5
10025,meowstic-female,psychic,,74,48,76,83,81,104,466,False,6
10026,aegislash-blade,steel,ghost,60,140,50,140,50,60,500,False,6
10027,pumpkaboo-small,ghost,grass,44,66,70,44,55,56,335,False,6
10028,pumpkaboo-large,ghost,grass,54,66,70,44,55,46,335,False,6
10029,pumpkaboo-super,ghost,grass,59,66,70,44,55,41,335,False,6
10030,gourgeist-small,ghost,grass,55,85,122,58,75,99,494,False,6
10031,gourgeist-large,ghost,grass,75,95,122,58,75,69,494,False,6
10032,gourgeist-super,ghost,grass,85,100,122,58,75,54,494,False,6
10033,venusaur-mega,grass,poison,80,100,123,122,120,80,625,False,1
10034,charizard-mega-x,fire,dragon,78,130,111,130,85,100,634,False,1
10035,charizard-mega-y,fire,flying,78,104,78,159,115,100,634,False,1
10036,blastoise-mega,water,,79,103,120,135,115,78,630,False,1
10037,alakazam-mega,psychic,,55,50,65,175,105,150,600,False,1
10038,gengar-mega,ghost,poison,60,65,80,170,95,130,600,False,1
10039,kangaskhan-mega,normal,,105,125,100,60,100,100,590,False,1
10040,pinsir-mega,bug,flying,65,155,120,65,90,105,600,False,1
10041,gyarados-mega,water,dark,95,155,109,70,130,81,640,False,1
10042,aerodactyl-mega,rock,flying,80,135,85,70,95,150,615,False,1
10043,mewtwo-mega-x,psychic,fighting,106,190,100,154,100,130,780,True,1
10044,mewtwo-mega-y,psychic,,106,150,70,194,120,140,780,True,1
10045,ampharos-mega,electric,dragon,90,95,105,165,110,45,610,False,2
10046,scizor-mega,bug,steel,70,150,140,65,100,75,600,False,2
10047,heracross-mega,bug,fighting,80,185,115,40,105,75,600,False,2
10048,houndoom-mega,dark,fire,75,90,90,140,90,115,600,False,2
10049,tyranitar-mega,rock,dark,100,164,150,95,120,71,700,False,2
10050,blaziken-mega,fire,fighting,80,160,80,130,80,100,630,False,3
10051,gardevoir-mega,psychic,fairy,68,85,65,165,135,100,618,False,3
10052,mawile-mega,steel,fairy,50,105,125,55,95,50,480,False,3
10053,aggron-mega,steel,,70,140,230,60,80,50,630,False,3
10054,medicham-mega,fighting,psychic,60,100,85,80,85,100,510,False,3
10055,manectric-mega,electric,,70,75,80,135,80,135,575,False,3
10056,banette-mega,ghost,,64,165,75,93,83,75,555,False,3
10057,absol-mega,dark,,65,150,60,115,60,115,565,False,3
10058,garchomp-mega,dragon,ground,108,170,115,120,95,92,700,False,4
10059,lucario-mega,fighting,steel,70,145,88,140,70,112,625,False,4
10060,abomasnow-mega,grass,ice,90,132,105,132,105,30,594,False,4
10061,floette-eternal,fairy,,74,65,67,125,128,92,551,False,6
10062,latias-mega,dragon,psychic,80,100,120,140,150,110,700,True,3
10063,latios-mega,dragon,psychic,80,130,100,160,120,110,700,True,3
10064,swampert-mega,water,ground,100,150,110,95,110,70,635,False,3
10065,sceptile-mega,grass,dragon,70,110,75,145,85,145,630,False,3
10066,sableye-mega,dark,ghost,50,85,125,85,115,20,480,False,3
10067,altaria-mega,dragon,fairy,75,110,110,110,105,80,590,False,3
10068,gallade-mega,psychic,fighting,68,165,95,65,115,110,618,False,4
10069,audino-mega,normal,fairy,103,60,126,80,126,50,545,False,5
10070,sharpedo-mega,water,dark,70,140,70,110,65,105,560,False,3
10071,slowbro-mega,water,psychic,95,75,180,130,80,30,590,False,1
10072,steelix-mega,steel,ground,75,125,230,55,95,30,610,False,2
10073,pidgeot-mega,normal,flying,83,80,80,135,80,121,579,False,1
10074,glalie-mega,ice,,80,120,80,120,80,100,580,False,3
10075,diancie-mega,rock,fairy,50,160,110,160,110,110,700,False,6
10076,metagross-mega,steel,psychic,80,145,150,105,110,110,700,False,3
10077,kyogre-primal,water,,100,150,90,180,160,90,770,True,3
10078,groudon-primal,ground,fire,100,180,160,150,90,90,770,True,3
10079,rayquaza-mega,dragon,flying,105,180,100,180,100,115,780,True,3
10080,pikachu-rock-star,electric,,35,55,40,50,50,90,320,False,1
10081,pikachu-belle,electric,,35,55,40,50,50,90,320,False,1
10082,pikachu-pop-star,electric,,35,55,40,50,50,90,320,False,1
10083,pikachu-phd,electric,,35,55,40,50,50,90,320,False,1
10084,pikachu-libre,electric,,35,55,40,50,50,90,320,False,1
10085,pikachu-cosplay,electric,,35,55,40,50,50,90,320,False,1
10086,hoopa-unbound,psychic,dark,80,160,60,170,130,80,680,False,6
10087,camerupt-mega,fire,ground,70,120,100,145,105,20,560,False,3
10088,lopunny-mega,normal,fighting,65,136,94,54,96,135,580,False,4
10089,salamence-mega,dragon,flying,95,145,130,120,90,120,700,False,3
10090,beedrill-mega,bug,poison,65,150,40,15,80,145,495,False,1
10091,rattata-alola,dark,normal,30,56,35,25,35,72,253,False,1
10092,raticate-alola,dark,normal,75,71,70,40,80,77,413,False,1
10093,raticate-totem-alola,dark,normal,75,71,70,40,80,77,413,False,1
10094,pikachu-original-cap,electric,,35,55,40,50,50,90,320,False,1
10095,pikachu-hoenn-cap,electric,,35,55,40,50,50,90,320,False,1
10096,pikachu-sinnoh-cap,electric,,35,55,40,50,50,90,320,False,1
10097,pikachu-unova-cap,electric,,35,55,40,50,50,90,320,False,1
10098,pikachu-kalos-cap,electric,,35,55,40,50,50,90,320,False,1
10099,pikachu-alola-cap,electric,,35,55,40,50,50,90,320,False,1
10100,raichu-alola,electric,psychic,60,85,50,95,85,110,485,False,1
10101,sandshrew-alola,ice,steel,50,75,90,10,35,40,300,False,1
10102,sandslash-alola,ice,steel,75,100,120,25,65,65,450,False,1
10103,vulpix-alola,ice,,38,41,40,50,65,65,299,False,1
10104,ninetales-alola,ice,fairy,73,67,75,81,100,109,505,False,1
10105,diglett-alola,ground,steel,10,55,30,35,45,90,265,False,1
10106,dugtrio-alola,ground,steel,35,100,60,50,70,110,425,False,1
10107,meowth-alola,dark,,40,35,35,50,40,90,290,False,1
10108,persian-alola,dark,,65,60,60,75,65,115,440,False,1
10109,geodude-alola,rock,electric,40,80,100,30,30,20,300,False,1
10110,graveler-alola,rock,electric,55,95,115,45,45,35,390,False,1
10111,golem-alola,rock,electric,80,120,130,55,65,45,495,False,1
10112,grimer-alola,poison,dark,80,80,50,40,50,25,325,False,1
10113,muk-alola,poison,dark,105,105,75,65,100,50,500,False,1
10114,exeggutor-alola,grass,dragon,95,105,85,125,75,45,530,False,1
10115,marowak-alola,fire,ghost,60,80,110,50,80,45,425,False,1
10116,greninja-battle-bond,water,dark,72,95,67,103,71,122,530,False,6
10117,greninja-ash,water,dark,72,145,67,153,71,132,640,False,6
10118,zygarde-10-power-construct,dragon,ground,54,100,71,61,85,115,486,True,6
10119,zygarde-50-power-construct,dragon,ground,108,100,121,81,95,95,600,True,6
10120,zygarde-complete,dragon,ground,216,100,121,91,95,85,708,True,6
10121,gumshoos-totem,normal,,88,110,60,55,60,45,418,False,7
10122,vikavolt-totem,bug,electric,77,70,90,145,75,43,500,False,7
10123,oricorio-pom-pom,electric,flying,75,70,70,98,70,93,476,False,7
10124,oricorio-pau,psychic,flying,75,70,70,98,70,93,476,False,7
10125,oricorio-sensu,ghost,flying,75,70,70,98,70,93,476,False,7
10126,lycanroc-midnight,rock,,85,115,75,55,75,82,487,False,7
10127,wishiwashi-school,water,,45,140,130,140,135,30,620,False,7
10130,minior-orange-meteor,rock,flying,60,60,100,60,100,60,440,False,7
10131,minior-yellow-meteor,rock,flying,60,60,100,60,100,60,440,False,7
10132,minior-green-meteor,rock,flying,60,60,100,60,100,60,440,False,7
10133,minior-blue-meteor,rock,flying,60,60,100,60,100,60,440,False,7
10134,minior-indigo-meteor,rock,flying,60,60,100,60,100,60,440,False,7
10135,minior-violet-meteor,rock,flying,60,60,100,60,100,60,440,False,7
10136,minior-red,rock,flying,60,100,60,100,60,120,500,False,7
10137,minior-orange,rock,flying,60,100,60,100,60,120,500,False,7
10138,minior-yellow,rock,flying,60,100,60,100,60,120,500,False,7
10139,minior-green,rock,flying,60,100,60,100,60,120,500,False,7
10140,minior-blue,rock,flying,60,100,60,100,60,120,500,False,7
10141,minior-indigo,rock,flying,60,100,60,100,60,120,500,False,7
10142,minior-violet,rock,flying,60,100,60,100,60,120,500,False,7
10143,mimikyu-busted,ghost,fairy,55,90,80,50,105,96,476,False,7
10144,mimikyu-totem-disguised,ghost,fairy,55,90,80,50,105,96,476,False,7
10145,mimikyu-totem-busted,ghost,fairy,55,90,80,50,105,96,476,False,7
10147,magearna-original,steel,fairy,80,95,115,130,115,65,600,False,7
10148,pikachu-partner-cap,electric,,35,55,40,50,50,90,320,False,1
10149,marowak-totem,fire,ghost,60,80,110,50,80,45,425,False,1
10150,ribombee-totem,bug,fairy,60,55,60,95,70,124,464,False,7
10151,rockruff-own-tempo,rock,,45,65,40,30,40,60,280,False,7
10152,lycanroc-dusk,rock,,75,117,65,55,65,110,487,False,7
10155,necrozma-dusk,psychic,steel,97,157,127,113,109,77,680,True,7
10156,necrozma-dawn,psychic,ghost,97,113,109,157,127,77,680,True,7
10157,necrozma-ultra,psychic,dragon,97,167,97,167,97,129,754,True,7
10161,meowth-galar,steel,,50,65,55,40,40,40,290,False,1
10162,ponyta-galar,psychic,,50,85,55,65,65,90,410,False,1
10163,rapidash-galar,psychic,fairy,65,100,70,80,80,105,500,False,1
10164,slowpoke-galar,psychic,,90,65,65,40,40,15,315,False,1
10165,slowbro-galar,poison,psychic,95,100,95,100,70,30,490,False,1
10166,farfetchd-galar,fighting,,52,95,55,58,62,55,377,False,1
10167,weezing-galar,poison,fairy,65,90,120,85,70,60,490,False,1
10168,mr-mime-galar,ice,psychic,50,65,65,90,90,100,460,False,1
10169,articuno-galar,psychic,flying,90,85,85,125,100,95,580,True,1
10170,zapdos-galar,fighting,flying,90,125,90,85,90,100,580,True,1
10171,moltres-galar,dark,flying,90,85,90,100,125,90,580,True,1
10172,slowking-galar,poison,psychic,95,65,80,110,110,30,490,False,2
10173,corsola-galar,ghost,,60,55,100,65,100,30,410,False,2
10174,zigzagoon-galar,dark,normal,38,30,41,30,41,60,240,False,3
10175,linoone-galar,dark,normal,78,70,61,50,61,100,420,False,3
10176,darumaka-galar,ice,,70,90,45,15,45,50,315,False,5
10177,darmanitan-galar-standard,ice,,105,140,55,30,55,95,480,False,5
10178,darmanitan-galar-zen,ice,fire,105,160,55,30,55,135,540,False,5
10179,yamask-galar,ground,ghost,38,55,85,30,65,30,303,False,5
10180,stunfisk-galar,ground,steel,109,81,99,66,84,32,471,False,5
10184,toxtricity-low-key,electric,poison,75,98,70,114,70,75,502,False,8
10185,eiscue-noice,ice,,75,80,70,65,50,130,470,False,8
10186,indeedee-female,psychic,normal,70,55,65,95,105,85,475,False,8
10188,zacian-crowned,fairy,steel,92,170,115,80,115,148,720,True,8
10189,zamazenta-crowned,fighting,steel,92,130,145,80,145,128,720,True,8
10190,eternatus-eternamax,poison,dragon,255,115,250,125,250,130,1125,True,8
10191,urshifu-rapid-strike,fighting,water,100,130,100,63,60,97,550,True,8
10193,calyrex-ice,psychic,ice,100,165,150,85,130,50,680,True,8
10194,calyrex-shadow,psychic,ghost,100,85,80,165,100,150,680,True,8
10195,venusaur-gmax,grass,poison,80,82,83,100,100,80,525,False,1
10196,charizard-gmax,fire,flying,78,84,78,109,85,100,534,False,1
10197,blastoise-gmax,water,,79,83,100,85,105,78,530,False,1
10198,butterfree-gmax,bug,flying,60,45,50,90,80,70,395,False,1
10199,pikachu-gmax,electric,,35,55,40,50,50,90,320,False,1
10200,meowth-gmax,normal,,40,45,35,40,40,90,290,False,1
10201,machamp-gmax,fighting,,90,130,80,65,85,55,505,False,1
10202,gengar-gmax,ghost,poison,60,65,60,130,75,110,500,False,1
10203,kingler-gmax,water,,55,130,115,50,50,75,475,False,1
10204,lapras-gmax,water,ice,130,85,80,85,95,60,535,False,1
10205,eevee-gmax,normal,,55,55,50,45,65,55,325,False,1
10206,snorlax-gmax,normal,,160,110,65,65,110,30,540,False,1
10207,garbodor-gmax,poison,,80,95,82,60,82,75,474,False,5
10208,melmetal-gmax,steel,,135,143,143,80,65,34,600,False,7
10209,rillaboom-gmax,grass,,100,125,90,60,70,85,530,False,8
10210,cinderace-gmax,fire,,80,116,75,65,75,119,530,False,8
10211,inteleon-gmax,water,,70,85,65,125,65,120,530,False,8
10212,corviknight-gmax,flying,steel,98,87,105,53,85,67,495,False,8
10213,orbeetle-gmax,bug,psychic,60,45,110,80,120,90,505,False,8
10214,drednaw-gmax,water,rock,90,115,90,48,68,74,485,False,8
10215,coalossal-gmax,rock,fire,110,80,120,80,90,30,510,False,8
10216,flapple-gmax,grass,dragon,70,110,80,95,60,70,485,False,8
10217,appletun-gmax,grass,dragon,110,85,80,100,80,30,485,False,8
10218,sandaconda-gmax,ground,,72,107,125,65,70,71,510,False,8
10219,toxtricity-amped-gmax,electric,poison,75,98,70,114,70,75,502,False,8
10220,centiskorch-gmax,fire,bug,100,115,65,90,90,65,525,False,8
10221,hatterene-gmax,psychic,fairy,57,90,95,136,103,29,510,False,8
10222,grimmsnarl-gmax,dark,fairy,95,120,65,95,75,60,510,False,8
10223,alcremie-gmax,fairy,,65,60,75,110,121,64,495,False,8
10224,copperajah-gmax,steel,,122,130,69,80,69,30,500,False,8
10225,duraludon-gmax,steel,dragon,70,95,115,120,50,85,535,False,8
10226,urshifu-single-strike-gmax,fighting,dark,100,130,100,63,60,97,550,True,8
10227,urshifu-rapid-strike-gmax,fighting,water,100,130,100,63,60,97,550,True,8
10228,toxtricity-low-key-gmax,electric,poison,75,98,70,114,70,75,502,False,8
10229,growlithe-hisui,fire,rock,60,75,45,65,50,55,350,False,1
10230,arcanine-hisui,fire,rock,95,115,80,95,80,90,555,False,1
10231,voltorb-hisui,electric,grass,40,30,50,55,55,100,330,False,1
10232,electrode-hisui,electric,grass,60,50,70,80,80,150,490,False,1
10233,typhlosion-hisui,fire,ghost,73,84,78,119,85,95,534,False,2
10234,qwilfish-hisui,dark,poison,65,95,85,55,55,85,440,False,2
10235,sneasel-hisui,fighting,poison,55,95,55,35,75,115,430,False,2
10236,samurott-hisui,water,dark,90,108,80,100,65,85,528,False,5
10237,lilligant-hisui,grass,fighting,70,105,75,50,75,105,480,False,5
10238,zorua-hisui,normal,ghost,35,60,40,85,40,70,330,False,5
10239,zoroark-hisui,normal,ghost,55,100,60,125,60,110,510,False,5
10240,braviary-hisui,psychic,flying,110,83,70,112,70,65,510,False,5
10241,sliggoo-hisui,steel,dragon,58,75,83,83,113,40,452,False,6
10242,goodra-hisui,steel,dragon,80,100,100,110,150,60,600,False,6
10243,avalugg-hisui,ice,rock,95,127,184,34,36,38,514,False,6
10244,decidueye-hisui,grass,fighting,88,112,80,95,95,60,530,False,7
10245,dialga-origin,steel,dragon,100,100,120,150,120,90,680,True,4
10246,palkia-origin,water,dragon,90,100,100,150,120,120,680,True,4
10247,basculin-white-striped,water,,70,92,65,80,55,98,460,False,5
10248,basculegion-female,water,ghost,120,92,65,100,75,78,530,False,8
10249,enamorus-therian,fairy,flying,74,115,110,135,100,46,580,True,8
10250,tauros-paldea-combat-breed,fighting,,75,110,105,30,70,100,490,False,1
10251,tauros-paldea-blaze-breed,fighting,fire,75,110,105,30,70,100,490,False,1
10252,tauros-paldea-aqua-breed,fighting,water,75,110,105,30,70,100,490,False,1
10253,wooper-paldea,poison,ground,55,45,45,25,25,15,210,False,2
10254,oinkologne-female,normal,,115,90,70,59,90,65,489,False,9
10255,dudunsparce-three-segment,normal,,125,100,80,85,75,55,520,False,9
10256,palafin-hero,water,,100,160,97,106,87,100,650,False,9
10257,maushold-family-of-three,normal,,74,75,70,65,75,111,470,False,9
10258,tatsugiri-droopy,dragon,water,68,50,60,120,95,82,475,False,9
10259,tatsugiri-stretchy,dragon,water,68,50,60,120,95,82,475,False,9
10260,squawkabilly-blue-plumage,normal,flying,82,96,51,45,51,92,417,False,9
10261,squawkabilly-yellow-plumage,normal,flying,82,96,51,45,51,92,417,False,9
10262,squawkabilly-white-plumage,normal,flying,82,96,51,45,51,92,417,False,9
10263,gimmighoul-roaming,ghost,,45,30,25,75,45,80,300,False,9
